downo,daytype,SubSystem,StartStn,EndStation,EntTime,EntTimeHHMM,ExTime,EXTimeHHMM,ZVPPT,JNYTYP,DailyCapping,FFare,DFare,RouteID,FinalProduct
7,Sat,NR,Unstarted,Euston NR,0,00:00,1105,18:25,Z0110,TKT,N,0,0,XX,Freedom Pass (Disabled)
4,Wed,LUL,Unstarted,Chancery Lane,0,00:00,522,08:42,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Chancery Lane,0,00:00,518,08:38,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,Lambeth North,0,00:00,1062,17:42,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,NR,Unstarted,Streatham,0,00:00,1131,18:51,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,NR,Unstarted,Romford,0,00:00,1091,18:11,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,NR,Unstarted,Marylebone NR,0,00:00,499,08:19,-------,PPY,N,500,500,XX,PAYG
6,Fri,LUL,Unstarted,Waterloo JLE,0,00:00,1104,18:24,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Farringdon,0,00:00,464,07:44,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LUL,Unstarted,Farringdon,0,00:00,501,08:21,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,NR,Unstarted,Streatham,0,00:00,1122,18:42,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,Northfields,0,00:00,749,12:29,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,NR,Unstarted,Wimbledon,0,00:00,1206,20:06,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,Fulham Broadway,0,00:00,844,14:04,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Embankment,0,00:00,1038,17:18,Z0106,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,NR,Unstarted,Ilford,0,00:00,757,12:37,Z0110,TKT,N,0,0,XX,Freedom Pass (Disabled)
4,Wed,NR,Unstarted,City Thameslink,0,00:00,545,09:05,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL,Unstarted,Upminster Bridge,0,00:00,658,10:58,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,NR,Unstarted,FENCHURCH ST NR,0,00:00,541,09:01,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,NR,Unstarted,FENCHURCH ST NR,0,00:00,526,08:46,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,NR,Unstarted,FENCHURCH ST NR,0,00:00,525,08:45,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,NR,Unstarted,FENCHURCH ST NR,0,00:00,542,09:02,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
6,Fri,NR,Unstarted,Peckham Rye,0,00:00,749,12:29,Z0206,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,NR,Unstarted,Wimbledon,0,00:00,1207,20:07,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Liverpool Street,0,00:00,576,09:36,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,NR,Unstarted,Wimbledon,0,00:00,1131,18:51,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,Liverpool Street,0,00:00,533,08:53,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
1,Sun,LUL,Unstarted,Charing Cross,0,00:00,747,12:27,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
2,Mon,LUL,Unstarted,Southwark,0,00:00,544,09:04,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
7,Sat,LUL,Unstarted,Elephant & Castle,0,00:00,813,13:33,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,Redbridge,0,00:00,479,07:59,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Redbridge,0,00:00,474,07:54,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,Redbridge,0,00:00,502,08:22,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Redbridge,0,00:00,469,07:49,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Redbridge,0,00:00,496,08:16,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,Victoria,0,00:00,501,08:21,Z0105,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL,Unstarted,Kilburn,0,00:00,1092,18:12,-------,PPY,N,0,0,XX,PAYG
7,Sat,NR,Unstarted,Balham SCL,0,00:00,584,09:44,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,LUL,Unstarted,Kilburn,0,00:00,905,15:05,-------,PPY,N,400,400,XX,PAYG
4,Wed,NR,Unstarted,Wimbledon,0,00:00,1137,18:57,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,577,09:37,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
7,Sat,LUL,Unstarted,Covent Garden,0,00:00,744,12:24,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
2,Mon,LUL,Unstarted,Bank,0,00:00,627,10:27,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,NR,Unstarted,Wimbledon,0,00:00,1279,21:19,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,NR,Unstarted,Wimbledon,0,00:00,1008,16:48,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
7,Sat,NR,Unstarted,Wimbledon,0,00:00,1167,19:27,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LUL,Unstarted,Russell Square,0,00:00,690,11:30,-------,PPY,N,400,400,XX,PAYG
5,Thu,LUL,Unstarted,Bank,0,00:00,654,10:54,Z0104,TKT,N,0,0,XX,LUL Travelcard-Period
4,Wed,LUL,Unstarted,Liverpool Street,0,00:00,1083,18:03,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,575,09:35,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,NR,Unstarted,Ilford,0,00:00,1114,18:34,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LUL,Unstarted,Liverpool Street,0,00:00,1095,18:15,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
6,Fri,LUL,Unstarted,Liverpool Street,0,00:00,597,09:57,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,LUL,Unstarted,Liverpool Street,0,00:00,1113,18:33,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,NR,Unstarted,FENCHURCH ST NR,0,00:00,524,08:44,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
6,Fri,LUL,Unstarted,Canary Wharf,0,00:00,1347,22:27,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,South Woodford,0,00:00,475,07:55,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,NR,Unstarted,Clapham Junction,0,00:00,1050,17:30,Z0105,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,LUL,Unstarted,South Woodford,0,00:00,469,07:49,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,South Woodford,0,00:00,481,08:01,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Canary Wharf,0,00:00,1332,22:12,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,NR,Unstarted,Clapham Junction,0,00:00,747,12:27,Z0105,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,LUL,Unstarted,Bank,0,00:00,459,07:39,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LUL,Unstarted,Bank,0,00:00,478,07:58,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,DLR,Unstarted,Woolwich Arsenal DLR,0,00:00,844,14:04,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Liverpool Street,0,00:00,591,09:51,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LUL,Unstarted,Liverpool Street,0,00:00,625,10:25,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,576,09:36,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,LUL,Unstarted,Highbury,0,00:00,1142,19:02,Z0205,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,Highbury,0,00:00,1254,20:54,Z0205,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL,Unstarted,Highbury,0,00:00,1208,20:08,Z0205,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Purley,0,00:00,728,12:08,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,LUL,Unstarted,Highbury,0,00:00,1173,19:33,Z0205,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL,Unstarted,Tufnell Park,0,00:00,1110,18:30,-------,PPY,N,400,400,XX,PAYG
5,Thu,NR,Unstarted,Brockley,0,00:00,1094,18:14,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,NR,Unstarted,Clapham Junction,0,00:00,748,12:28,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL,Unstarted,Hounslow East,0,00:00,1306,21:46,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR/LRC,Unstarted,West Hampst'd NL,0,00:00,760,12:40,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,St Johns Wood,0,00:00,563,09:23,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL/NR,Unstarted,Walthamstow Central,0,00:00,914,15:14,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,Plaistow,0,00:00,1308,21:48,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
7,Sat,LUL,Unstarted,Notting Hill Gate,0,00:00,560,09:20,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
1,Sun,NR,Unstarted,Balham SCL,0,00:00,772,12:52,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL/NR,Unstarted,Walthamstow Central,0,00:00,918,15:18,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,804,13:24,Z0104,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL,Unstarted,London Bridge,0,00:00,1150,19:10,Z0106,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL,Unstarted,Pimlico,0,00:00,910,15:10,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,LUL/NR,Unstarted,Barking,0,00:00,1259,20:59,-------,PPY,N,400,400,XX,PAYG
3,Tue,LUL,Unstarted,Fulham Broadway,0,00:00,604,10:04,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,NR,Unstarted,Clapham Junction,0,00:00,761,12:41,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
1,Sun,NR,Unstarted,Wimbledon,0,00:00,933,15:33,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,St Johns Wood,0,00:00,1084,18:04,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL,Unstarted,Pimlico,0,00:00,1372,22:52,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
4,Wed,LUL,Unstarted,Marble Arch,0,00:00,812,13:32,-------,PPY,N,400,400,XX,PAYG
5,Thu,NR,Unstarted,Clapham Junction,0,00:00,1096,18:16,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,879,14:39,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL,Unstarted,Leytonstone,0,00:00,1118,18:38,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,Leytonstone,0,00:00,1009,16:49,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL/LRC,Unstarted,North Wembley,0,00:00,598,09:58,-------,PPY,N,280,280,XX,PAYG
2,Mon,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,399,06:39,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL,Unstarted,Holborn,0,00:00,908,15:08,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
1,Sun,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,621,10:21,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,Redbridge,0,00:00,1048,17:28,-------,PPY,N,400,400,XX,PAYG
6,Fri,LUL,Unstarted,Leytonstone,0,00:00,1006,16:46,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Clapham Junction,0,00:00,608,10:08,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
1,Sun,LUL,Unstarted,Golders Green,0,00:00,712,11:52,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Leytonstone,0,00:00,1123,18:43,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL/NR/DLR,Unstarted,Stratford,0,00:00,722,12:02,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
7,Sat,NR,Unstarted,East Croydon,0,00:00,860,14:20,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,LUL,Unstarted,Leytonstone,0,00:00,1010,16:50,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL,Unstarted,North Harrow,0,00:00,506,08:26,-------,PPY,N,280,280,XX,PAYG
2,Mon,LUL,Unstarted,Elephant & Castle,0,00:00,1010,16:50,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,LUL,Unstarted,Old Street,0,00:00,478,07:58,-------,PPY,N,0,0,XX,PAYG
2,Mon,LUL,Unstarted,Golders Green,0,00:00,1070,17:50,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL/NR,Unstarted,Walthamstow Central,0,00:00,901,15:01,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,NR,Unstarted,Forest Hill,0,00:00,818,13:38,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,656,10:56,Z0106,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,LUL,Unstarted,Hammersmith D,0,00:00,581,09:41,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL/NR,Unstarted,Walthamstow Central,0,00:00,894,14:54,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,NR,Unstarted,Wimbledon,0,00:00,1105,18:25,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,LUL,Unstarted,Gants Hill,0,00:00,1189,19:49,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,NR,Unstarted,Wimbledon,0,00:00,1129,18:49,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL/NR/DLR,Unstarted,Stratford,0,00:00,1142,19:02,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
7,Sat,LRC,Unstarted,Shepherd's Bush NR,0,00:00,832,13:52,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Knightsbridge,0,00:00,658,10:58,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Kings Cross M,0,00:00,1448,24:08:00,-------,PPY,N,400,400,XX,PAYG
2,Mon,LUL,Unstarted,Knightsbridge,0,00:00,708,11:48,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR/LRC,Unstarted,Dalston Kingsland,0,00:00,1086,18:06,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
1,Sun,NR,Unstarted,Clapham Junction,0,00:00,601,10:01,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL,Unstarted,Mile End,0,00:00,551,09:11,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,NR,Unstarted,East Croydon,0,00:00,1085,18:05,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,NR,Unstarted,Clapham Junction,0,00:00,1132,18:52,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,NR,Unstarted,East Croydon,0,00:00,1078,17:58,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,Victoria TOCs,0,00:00,568,09:28,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR/LRC,Unstarted,Canonbury,0,00:00,1144,19:04,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,LUL,Unstarted,Angel,0,00:00,1174,19:34,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LUL,Unstarted,Angel,0,00:00,1158,19:18,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
7,Sat,NR,Unstarted,East Croydon,0,00:00,1300,21:40,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,NR,Unstarted,East Croydon,0,00:00,1081,18:01,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,Vauxhall,0,00:00,1087,18:07,-------,PPY,N,400,400,XX,PAYG
3,Tue,LUL,Unstarted,Highbury,0,00:00,1113,18:33,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,NR/LRC,Unstarted,Hackney Central,0,00:00,465,07:45,-------,PPY,N,400,400,XX,PAYG
2,Mon,LUL,Unstarted,Tooting Broadway,0,00:00,958,15:58,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,NR/LRC,Unstarted,Canonbury,0,00:00,1034,17:14,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LRC,Unstarted,Shepherd's Bush NR,0,00:00,531,08:51,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
1,Sun,LUL,Unstarted,Russell Square,0,00:00,1158,19:18,-------,PPY,N,400,400,XX,PAYG
4,Wed,LUL,Unstarted,Bank,0,00:00,626,10:26,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
1,Sun,LUL,Unstarted,Highbury,0,00:00,1211,20:11,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,LUL,Unstarted,Bank,0,00:00,449,07:29,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LRC,Unstarted,Shepherd's Bush NR,0,00:00,546,09:06,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,LUL,Unstarted,Highbury,0,00:00,1081,18:01,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,LUL,Unstarted,Holloway Road,0,00:00,1442,24:02:00,-------,PPY,N,400,400,XX,PAYG
2,Mon,LUL,Unstarted,Leicester Square,0,00:00,501,08:21,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Knightsbridge,0,00:00,591,09:51,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LRC,Unstarted,Shepherd's Bush NR,0,00:00,546,09:06,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
6,Fri,LRC,Unstarted,Shepherd's Bush NR,0,00:00,545,09:05,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,LUL,Unstarted,Victoria,0,00:00,1001,16:41,-------,PPY,N,400,400,XX,PAYG
7,Sat,LUL,Unstarted,Bethnal Green,0,00:00,420,07:00,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,LUL,Unstarted,Whitechapel,0,00:00,643,10:43,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Brockley,0,00:00,1144,19:04,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Whitechapel,0,00:00,634,10:34,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,NR,Unstarted,Clapham Junction,0,00:00,1139,18:59,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LRC,Unstarted,Shepherd's Bush NR,0,00:00,545,09:05,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,NR,Unstarted,Victoria TOCs,0,00:00,703,11:43,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,LUL,Unstarted,Highbury,0,00:00,1084,18:04,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,Highbury,0,00:00,1056,17:36,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,NR,Unstarted,Wimbledon,0,00:00,480,08:00,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,NR,Unstarted,Wimbledon,0,00:00,480,08:00,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Ilford,0,00:00,1259,20:59,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,Whitechapel,0,00:00,619,10:19,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,NR,Unstarted,Wimbledon,0,00:00,430,07:10,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Wimbledon,0,00:00,456,07:36,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,Highbury,0,00:00,1121,18:41,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,East Croydon,0,00:00,1069,17:49,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,NR,Unstarted,Limehouse NR,0,00:00,839,13:59,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,NR,Unstarted,Victoria TOCs,0,00:00,520,08:40,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,NR,Unstarted,Victoria TOCs,0,00:00,516,08:36,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,Whitechapel,0,00:00,632,10:32,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,1016,16:56,-------,PPY,N,500,500,XX,PAYG
5,Thu,NR,Unstarted,Ilford,0,00:00,1279,21:19,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL,Unstarted,Whitechapel,0,00:00,626,10:26,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL,Unstarted,East Ham,0,00:00,1105,18:25,Z0304,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,NR,Unstarted,East Croydon,0,00:00,1065,17:45,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,NR,Unstarted,Victoria TOCs,0,00:00,551,09:11,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,Heathrow Terms 123,0,00:00,870,14:30,-------,PPY,N,400,400,XX,PAYG
6,Fri,NR,Unstarted,Victoria TOCs,0,00:00,545,09:05,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,NR,Unstarted,Victoria TOCs,0,00:00,573,09:33,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Victoria TOCs,0,00:00,549,09:09,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL,Unstarted,Finchley Road,0,00:00,1497,24:57:00,-------,PPY,N,400,400,XX,PAYG
5,Thu,LUL,Unstarted,Moorgate,0,00:00,508,08:28,-------,PPY,N,400,400,XX,PAYG
4,Wed,LUL,Unstarted,Moorgate,0,00:00,485,08:05,-------,PPY,N,400,400,XX,PAYG
4,Wed,LUL,Unstarted,Finchley Road,0,00:00,994,16:34,-------,PPY,N,55,55,XX,PAYG
4,Wed,LUL,Unstarted,Bond Street,0,00:00,775,12:55,-------,PPY,N,400,400,XX,PAYG
6,Fri,LUL,Unstarted,Westminster,0,00:00,1142,19:02,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
5,Thu,LUL,Unstarted,Ealing Common,0,00:00,1233,20:33,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
4,Wed,LUL/NR,Unstarted,Ealing Broadway,0,00:00,1171,19:31,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,LUL,Unstarted,Gloucester Road,0,00:00,1191,19:51,-------,PPY,N,400,400,XX,PAYG
3,Tue,NR,Unstarted,Crystal Palace,0,00:00,1086,18:06,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,Romford,0,00:00,965,16:05,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,LUL,Unstarted,Liverpool Street,0,00:00,737,12:17,-------,PPY,N,400,400,XX,PAYG
5,Thu,NR,Unstarted,City Thameslink,0,00:00,529,08:49,Z0105,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,Clapham Junction,0,00:00,959,15:59,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,NR,Unstarted,Victoria TOCs,0,00:00,821,13:41,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,NR,Unstarted,Clapham Junction,0,00:00,955,15:55,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,NR,Unstarted,Wimbledon,0,00:00,417,06:57,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
7,Sat,NR,Unstarted,Wimbledon,0,00:00,875,14:35,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Notting Hill Gate,0,00:00,765,12:45,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,NR,Unstarted,Victoria TOCs,0,00:00,529,08:49,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,Wimbledon,0,00:00,954,15:54,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
